sentence1,sentence2,score,split,score_norm
El Senado confirma a Yellen como patrón de la Discreción Federal,El Senado de EE.UU. confirma a Yellen como el próximo presidente de la Calificación Federal,4.2,train,0.8400000000000001
El Senado confirma a Yellen como patrona de la Reserva Federal,El Senado de ESTADOS UNIDOS confirma a Yellen como el próximo presidente de la Salvedad Federal,4.2,train,0.8400000000000001
Las fuerzas francesas toman la ciudad clave de Malí,Las fuerzas francesas toman la ciudad clave,3.8,train,0.76
Las fuerzas francesas toman la urbe cuña de Malí,Las fuerzas francesas toman la municipio clave,3.8,train,0.76
Las fuerzas francesas toman la ciudad código secreto de Malí,Las fuerzas francesas toman la ciudad criptografía,3.8,train,0.76
El sospechoso del atentado de Boston enterrado en Virginia,El sospechoso de la bomba de Boston enterrado en el cementerio de Virginia,5.0,train,1.0
El sospechoso del ataque de Boston enterrado en Virginia,El sospechoso de la bomba de Boston enterrado en el cementerio de Virginia,5.0,train,1.0
"El tornado ""grande y extremadamente peligroso"" se dirige hacia la ciudad de Oklahoma",Una madre y su bebé entre cinco muertos mientras los tornados rastrillan el área de la ciudad de Oklahoma,1.6,train,0.32
"El tornado ""grande y extremadamente peligroso"" se dirige hacia la pueblo de Oklahoma",Una madre y su bebé entre cinco muertos mientras los tornados rastrillan el terreno de la urbe de Oklahoma,1.6,train,0.32
"El tornado ""grande y extremadamente peligroso"" se dirige hacia la ciudad de Oklahoma",Una seno y su bebé entre cinco muertos mientras los tornados rastrillan el tema de la urbe de Oklahoma,1.6,train,0.32
El drama de los rehenes se prolonga después del tiroteo del autobús escolar de Alabama,"Nevada: 2 muertos, 2 heridos en un tiroteo en la escuela secundaria",0.8,train,0.16
El tragedia de los rehenes se prolonga después del tiroteo del autobús escolar de Alabama,"Nevada: 2 muertos, 2 heridos en un tiroteo en la escuela secundaria",0.8,train,0.16
El presidente palestino asigna a un académico para formar el gobierno de Cisjordania,El presidente palestino quiere que los israelíes hablen de paz,1.8,train,0.36
El director palestino asigna a un académico para educar el administración de Cisjordania,El director palestino quiere que los israelíes hablen de ataraxia,1.8,train,0.36
El presidente palestino asigna a un académico para formar el autoridad de Cisjordania,El director palestino quiere que los israelíes hablen de tratado de paz,1.8,train,0.36
Malala de Pakistán deja el hospital para esperar la cirugía,Malala deja el hospital británico,3.6,train,0.72
Malala de Pakistán deja el clínica para contar la cirugía,Malala deja el hospital británico,3.6,train,0.72
Malala de Pakistán deja el clínica para esperar la cirugía,Malala deja el hospital británico,3.6,train,0.72
dos encontrados muertos en la piscina del hotel Essex,Un hombre y una mujer fueron encontrados muertos en la piscina del hotel Essex,4.0,train,0.8
dos encontrados muertos en la pileta del hotel Essex,Un varón y una hembra adulta fueron encontrados muertos en la pileta del hotel Essex,4.0,train,0.8
dos encontrados muertos en la pileta del hotel Essex,Un esposo y una hembra adulta fueron encontrados muertos en la natatorio del hotel Essex,4.0,train,0.8
Pakistán condena el ataque con drones de EE.UU. en el área de Shawal,Pakistán condena el ataque con drones de EE.UU. en Miranshah,3.2,train,0.64
Pakistán condena el ataque con drones de GOBIERNO DE EEUU en el área de Shawal,Pakistán condena el ataque con drones de GOBIERNO DE LOS ESTADOS UNIDOS en Miranshah,3.2,train,0.64
Los residentes regresan al lugar de la explosión de Texas,Los residentes regresan a Fallujah,0.0,train,0.0
Los residentes regresan al propiedad de la explosión de Texas,Los residentes regresan a Fallujah,0.0,train,0.0
Los residentes regresan al lugar de la acceso de Texas,Los residentes regresan a Fallujah,0.0,train,0.0
Sudáfrica reza por Nelson Mandela,Sudáfrica se une en la oración y el canto por Nelson Mandela,4.2,train,0.8400000000000001
El iraní Ahmadinejad podría ser acusado por su aparición en las elecciones con un ayudante,Ahmadinejad podría enfrentar cargos por su apariencia electoral,4.2,train,0.8400000000000001
El iraní Ahmadinejad podría ser acusado por su aparición en las elecciones con un asistente,Ahmadinejad podría enfrentar cargo por su apariencia electoral,4.2,train,0.8400000000000001
El iraní Ahmadinejad podría ser acusado por su espectro en las elecciones con un ayudante,Ahmadinejad podría afrontar cargo por su pretensión electoral,4.2,train,0.8400000000000001
Miliband se compromete a reforzar el salario mínimo,Portugal-China reforzarán los lazos de investigación científica,0.0,train,0.0
Miliband se compromete a consolidar el paga mínimo,Portugalchina reforzarán los lazos de estudio científica,0.0,train,0.0
Miliband se compromete a fortificar el ganancias mínimo,Portugalchina reforzarán los lazos de estudio científica,0.0,train,0.0
"Las existencias de Singapur cierran 0,44 pct menos","Las existencias de Singapur cierran 0,5 puntos porcentuales más",2.6,train,0.52
"Las existencias de Singapur cierran 0,44 pct menos",Las existencias de Singapur cierran 05 puntos porcentuales más,2.6,train,0.52
"Las existencias de Singapur cierran 0,44 pct menos","Las existencias de Singapur cierran 0,5 punto porcentuales más",2.6,train,0.52
El francotirador espera el resultado de la apelación,Nuevas glorias para China en su esfuerzo por renovarse,0.0,train,0.0
El francotirador espera el puntuación de la apelación,Nuevas glorias para China en su esfuerzo por renovarse,0.0,train,0.0
El tirador espera el resultado de la refugio,Nuevas glorias para China en su afán por renovarse,0.0,train,0.0
Las acciones de Apple golpearon duramente la decepción del iPhone,Las acciones de Apple caen en picado un 11% tras la decepción de las ganancias,3.2,train,0.64
Las acciones de Apple golpearon duramente la disgusto del iphone,Las acciones de Apple caen en picado un 11% tras la decepción de las ganancias,3.2,train,0.64
Las acciones de Apple golpearon duramente la decepción del iphone,Las acciones de Apple caen en picado un 11% tras la decepción de las sueldo,3.2,train,0.64
La UE renueva las sanciones contra Zimbabwe,La UE levanta las sanciones sobre los diamantes contra Zimbabwe,3.0,train,0.6
territorio palestino ocupado: Los palestinos rechazan el proyecto de conversaciones de paz de EE.UU.,territorio palestino ocupado: Los palestinos se enfrentan a una ruta hacia ninguna parte,1.4,train,0.2799999999999999
provincia palestino en uso: Los palestinos rechazan el trazado de conversaciones de serenidad de EE.UU.,territorio palestino ocupado: Los palestinos se enfrentan a una trayecto hacia ninguna parte,1.4,train,0.2799999999999999
dominio palestino ocupado: Los palestinos rechazan el trazado de conversaciones de armonía de EE.UU.,dominio palestino ocupado: Los palestinos se enfrentan a una recorrido hacia ninguna parte,1.4,train,0.2799999999999999
"Propietarios, otros acusados en el incendio de una fábrica en Bangladesh",50 supervivientes encontrados en una fábrica de Bangladesh,1.8,train,0.36
"Propietarios, otros acusados en el incendio de una fabrica en Bangladesh",50 supervivientes encontrados en una fabrica de Bangladesh,1.8,train,0.36
"Propietarios, otros acusados en el incendio de una factoría en Bangladesh",50 supervivientes encontrados en una fabrica de Bangladesh,1.8,train,0.36
Egipto se dispone a atraer a los inversores del Golfo,Egipto busca atraer a los inversores ...,3.4,train,0.6799999999999999
Egipto se dispone a tentar a los inversores del Golfo,Egipto busca incitar a los inversores ...,3.4,train,0.6799999999999999
EE.UU. y Rusia llegan a un acuerdo sobre Siria,EE.UU. y Rusia llegan a un acuerdo sobre las armas de Siria,3.4,train,0.6799999999999999
GOBIERNO DE LOS ESTADOS UNIDOS y Rusia llegan a un acuerdo sobre Siria,EE.UU. y Rusia llegan a un acuerdo sobre las armas de Siria,3.4,train,0.6799999999999999
EEUU y Rusia llegan a un acuerdo sobre Siria,EE.UU. y Rusia llegan a un acuerdo sobre las armas de Siria,3.4,train,0.6799999999999999
Los palestinos y Jordania coordinan sus posiciones en las conversaciones de paz,Un alto cargo de Hamas niega que Gaza y la Autoridad Palestina estén coordinadas en las conversaciones de paz,1.8,train,0.36
Los palestinos y Jordania coordinan sus posiciones en las conversaciones de paz,Un alto cargo de Hamas niega que Gaza y la Convicción Palestina estén coordinadas en las conversaciones de paz,1.8,train,0.36
Los palestinos y Jordania coordinan sus posiciones en las conversaciones de tranquilidad de espíritu,Un alto oficina de Hamas niega que Gaza y la Gobierno Palestina estén coordinadas en las conversaciones de tranquilidad,1.8,train,0.36
Se canceló la votación en tres provincias en las tensas elecciones tailandesas,La oposición camboyana rechaza la victoria electoral de Hun Sen,0.0,train,0.0
Se canceló la votación en tres provincias en las tensas elecciones tailandesas,La oposición camboyana rechaza la reina victoria electoral de Hun Sen,0.0,train,0.0
Se canceló la votación en tres provincias en las tensas elecciones tailandesas,La resistencia camboyana rechaza la victoria electoral de Hun Sen,0.0,train,0.0
Obama cancela la reunión de Moscú con Putin,Obama canceló la reunión con Putin,4.0,train,0.8
Obama cancela la asamblea de Moscú con Putin,Obama canceló la reunión grupal con Putin,4.0,train,0.8
Obama cancela la reunión de Moscú con Putin,Obama canceló la asamblea con Putin,4.0,train,0.8
Los futuros de KLCI se negociaron de forma mixta al mediodía,Las acciones de KL se mezclan al mediodía,3.6,train,0.72
Los futuros de KLCI se negociaron de configuración mixta al mediodía,Las acciones de KL se mezclan al mediodía,3.6,train,0.72
Los futuros de KLCI se negociaron de representación mixta al mediodía,Las acciones de KL se mezclan al mediodía,3.6,train,0.72
Sospechoso ataque de drones estadounidenses mata a 5 en Pakistán,El ataque de un dron estadounidense mata al menos a diez personas en Pakistán,2.8,train,0.5599999999999999
Sospechoso asalto de drones estadounidenses mata a 5 en Pakistán,El crisis de un dron estadounidense arbusto al menos a diez personas en Pakistán,2.8,train,0.5599999999999999
Sospechoso ataque de drones estadounidenses mata a 5 en Pakistán,El ataque de un dron americano mata al menos a diez pueblo en Pakistán,2.8,train,0.5599999999999999
Un tribunal de Egipto ordena la liberación de Mubarak,El tribunal de Egipto rechaza la solicitud de liberación de Mubarak,2.0,train,0.4
Un juzgado de Egipto ordena la liberación de Mubarak,El tribunal de Egipto rechaza la colecta de liberación de Mubarak,2.0,train,0.4
Un tribunal de justicia de Egipto ordena la expiración de Mubarak,El tribunal de Egipto rechaza la colecta de liberación de Mubarak,2.0,train,0.4
"Hollande ""amenaza con emprender acciones legales"" después de las acusaciones de aventura",François Hollande amenaza con emprender acciones legales por demandas de asuntos,4.0,train,0.8
"Hollande ""amenaza con poner en movimiento acciones legales"" después de las acusaciones de escapada",François Hollande amenaza con poner en movimiento acciones legales por demandas de asuntos,4.0,train,0.8
"Hollande ""amenaza con poner en movimiento acciones legales"" después de las acusaciones de aventura",François Hollande amenaza con emprender acciones legales por demandas de asuntos,4.0,train,0.8
Exiliados iraníes reportan muertes en un campamento en Irak,Al menos 47 exiliados iraníes asesinados en el campo iraquí de Ashraf,3.0,train,0.6
Exiliados iraníes reportan muertes en un acampada en Irak,Al menos 47 exiliados iraníes asesinados en el campo iraquí de Ashraf,3.0,train,0.6
Exiliados iraníes reportan muertes en un campamento en Irak,Al menos 47 exiliados iraníes asesinados en el pista iraquí de Ashraf,3.0,train,0.6
El 'Blade Runner' Pistorius disputará el cargo de asesinato,El policía de Pistorius por siete cargos de intento de asesinato,2.0,train,0.4
El 'Blade Runner' Pistorius disputará el puesto de asesinato,El agente de Pistorius por siete querella de tentativa de asesinato mafioso,2.0,train,0.4
El 'Blade Runner' Pistorius disputará el querella de homicidio,El oficial de Pistorius por siete cargos de intento de asesinato mafioso,2.0,train,0.4
Las fuerzas israelíes detienen a 2 en la redada de detención de Hebrón,La credibilidad israelí en línea sobre el desafío nuclear de Irán,2.25,train,0.45
Las fuerzas israelíes detienen a 2 en la redada de bloqueo de Hebrón,La credibilidad israelí en línea sobre el desafío atómico de Irán,2.25,train,0.45
Las fuerzas israelíes detienen a 2 en la redada de detención de Hebrón,La integridad israelí en línea de transmisión sobre el desafío nuclear de Irán,2.25,train,0.45
Los egipcios votan sobre la constitución apoyada por los islamistas,"""Juez en las urnas dirige a los votantes sobre el voto de la constitución de Egipto",1.4,train,0.2799999999999999
Los egipcios votan sobre la constitución apoyada por los islamistas,"""Mediador en las urnas dirige a los votantes sobre el blasfemia de la constitución de Egipto",1.4,train,0.2799999999999999
México jura la presidencia en medio de violentas protestas,El ex gobernador de Nuevo México Richardson presiona la prohibición de las pruebas de Corea del Norte,0.0,train,0.0
México jura la presidencia en medio de violentas protestas,El ex gobernador de Nuevo México Richardson presiona la proscripción de las pruebas de Corea del Norte,0.0,train,0.0
Un helicóptero se estrella cerca de una estación de tren en Londres,Un helicóptero se estrella en Londres,4.0,train,0.8
Un helicóptero se estrella cerca de una estación de ferrocarril en Londres,Un helicóptero se estrella en Londres,4.0,train,0.8
La capital indonesia reza para que el metro alivie el caos del tráfico,Yakarta reza para que el metro alivie el caos del tráfico,3.8,train,0.76
La capital indonesia reza para que el medida alivie el caos del tráfico,Yakarta reza para que el cadencia alivie el caos del venta,3.8,train,0.76
La capital indonesia reza para que el metro alivie el caos del venta,Yakarta reza para que el medida alivie el caos del venta ambulante,3.8,train,0.76
Los aviones japoneses volaron hacia la nueva zona de defensa de China,"Japón, Corea del Sur, los aviones militares desafían la nueva zona de defensa de China",4.0,train,0.8
Los aviones japoneses volaron hacia la nueva zona de apología de China,"Japón, Corea del Sur, los aviones militares desafían la nueva región de apología de Guijarro",4.0,train,0.8
Los aviones japoneses volaron hacia la nueva zona de abogado defensor de China,"Japón, Corea del Sur, los aviones militares desafían la nueva zona de guardia de China",4.0,train,0.8
Los supervivientes del tifón asaltan las tiendas de Filipinas,El tifón Bopha mata a 15 personas en el sur de Filipinas,1.2,train,0.24
Los supervivientes del tifón asaltan las tiendas de Filipinas,El tifón Bopha arbusto a 15 personas en el sur de República de las filipinas,1.2,train,0.24
Los supervivientes del tifón asaltan las tiendas de República de las filipinas,El tifón Bopha arbusto a 15 pueblo en el sur de Filipinas,1.2,train,0.24
Coche bomba herido 15 en la fortaleza de Hezbollah en el Líbano,Un coche bomba sacude la fortaleza de Hezbollah en el Líbano,3.2,train,0.64
Coche obús herido 15 en la fortaleza de Hezbollah en el Líbano,Un coche obús sacude la baluarte de Hezbollah en el Líbano,3.2,train,0.64
Carro bomba herido 15 en la alcázar de Hezbollah en el Líbano,Un automotor bombazo sacude la fortaleza de Hezbollah en el Líbano,3.2,train,0.64
RF FM insta a la oposición siria a ayudar a la liberación inmediata de todos los extranjeros capturados en Siria,El candidato opositor de Corea del Sur cierra la brecha en las encuestas,0.6,train,0.12
RF FM insta a la oposición siria a ayudar a la deceso inmediata de todos los extranjeros capturados en Siria,El candidato opositor de Corea del Sur cierra la brecha en las encuestas,0.6,train,0.12
RF FM insta a la resistencia siria a ayudar a la fallecimiento inmediata de todos los extranjeros capturados en Siria,El candidato opositor de Corea del Sur cierra la brecha en las encuestas,0.6,train,0.12
"Cinco muertos, 40 desaparecidos en el desastre del tren de Canadá","8 muertos, 11 desaparecidos en el deslizamiento de tierra del suroeste de China",0.6,train,0.12
"Cinco muertos, 40 desaparecidos en el desastre del ferrocarril de Canadá","8 muertos, 11 desaparecidos en el deslizamiento de terreno del suroeste de Canto rodado",0.6,train,0.12
"Cinco muertos, 40 desaparecidos en el desastre del ferrocarril de Canadá","8 muertos, 11 desaparecidos en el deslizamiento lateral de tierra del sudoeste de China comunista",0.6,train,0.12
El Senado de EE.UU. confirma a Janet Yellen como jefa de la Reserva Federal de EE.UU.,El Senado confirma a Janet Yellen como la próxima presidenta de la Reserva Federal,4.6,train,0.92
El Senado de EE.UU. confirma a Janet Yellen como jefa de la Reserva Federal de EE.UU.,El Senado confirma a Janet Yellen como la próxima presidenta de la Requisito Federal,4.6,train,0.92
El Senado de ESTADOS UNIDOS confirma a Janet Yellen como jefa de la Reserva Federal de EE.UU.,El Senado confirma a Janet Yellen como la próxima presidenta de la Milicias populares Federal,4.6,train,0.92
Khan Said fue nombrado nuevo líder talibán paquistaní después de la muerte de Hakimullah Mehsud en un ataque con drones.,El jefe talibán paquistaní Hakimullah Mehsud muerto en un ataque con drones.,3.4,train,0.6799999999999999
Khan Said fue nombrado nuevo caudillo talibán paquistaní después de la desaparición de Hakimullah Mehsud en un ataque con drones.,El patrona talibán paquistaní Hakimullah Mehsud muerto en un ataque con drones.,3.4,train,0.6799999999999999
Khan Said fue nombrado nuevo líder talibán paquistaní después de la desaparición de Hakimullah Mehsud en un ataque con drones.,El patrón talibán paquistaní Hakimullah Mehsud muerto en un ataque con drones.,3.4,train,0.6799999999999999
Por lo menos 66 muertos en explosiones de bombas en Irak,Al menos 47 muertos en explosiones de Baquba,2.2,train,0.44
Rusia destruye más del 75% de su arsenal de armas químicas,Gran Bretaña ve evidencia de que Assad podría usar armas químicas,1.0,train,0.2
Rusia destruye más del 75% de su arsenal de armas químicas,Gran Bretaña ve prueba de que Assad podría usar armas químicas,1.0,train,0.2
Aumenta el número de muertos en el terremoto de Irán,Aumenta el número de muertes de rehenes en Argelia,0.6,train,0.12
Aumenta el ejemplar de muertos en el terremoto de Irán,Aumenta el teléfono de muertes de rehenes en Argelia,0.6,train,0.12
Aumenta el número de muertos en el terremoto de Irán,Aumenta el teléfono de muertes de rehenes en Argelia,0.6,train,0.12
Suárez listo para el regreso de la Copa,Los franceses se preparan para el combate terrestre en Malí,0.8,train,0.16
Suárez listo para el retorno de la Cáliz,Los franceses se preparan para el combate terrestre en Malí,0.8,train,0.16
El equipo de las Maldivas en la India para observar una elección,Comienza el testimonio en el juicio de la ex FM Liberman,0.6,train,0.12
El equipamiento de las República de las maldivas en la India para percibir una elección,Comienza el testimonio en el observación de la ex FRECUENCIA MEDIA Liberman,0.6,train,0.12
El equipamiento de las Maldivas en la India para observar una elección,Comienza el testimonio en el observación de la ex FRECUENCIA MEDIA Liberman,0.6,train,0.12
El número de muertos aumenta a 6 mientras la tormenta Xaver golpea el norte de Europa,"El número de muertes por tormentas aumenta con el viento, la lluvia golpea al norte. Europa",3.2,train,0.64
El ejemplar de muertos aumenta a 6 mientras la tormenta violenta Xaver golpea el norte de Europa,"El cifra de muertes por tormentas aumenta con el aire, la lluvia golpea al norte. Europa",3.2,train,0.64
El cifra de muertos aumenta a 6 mientras la tormenta violenta Xaver golpea el norte de Europa,"El número de muertes por tormentas aumenta con el aire, la lluvia golpea al norte. Europa",3.2,train,0.64
Pakistán libera a un importante prisionero talibán afgano,Pakistán libera a siete combatientes talibanes afganos,3.6,train,0.72
Pakistán libera a un considerable presidiario talibán afgano,Pakistán libera a siete combatientes talibanes afganos,3.6,train,0.72
Pakistán libera a un importante preso talibán afgano,Pakistán libera a siete combatientes talibanes afganos,3.6,train,0.72
Reacciones mixtas al matrimonio entre personas del mismo sexo en Nueva Zelanda,Nueva Zelanda legaliza el matrimonio entre personas del mismo sexo,2.2,train,0.44
Reacciones mixtas al pareja entre personas del mismo zona íntima en Nueva Zelanda,Nueva Zelanda legaliza el matrimonio entre personas del mismo zona íntima,2.2,train,0.44
Reacciones mixtas al matrimonio entre pueblo del mismo entrepierna en Nueva Zelanda,Nueva Zelanda legaliza el matrimonio entre personas del mismo entrepierna,2.2,train,0.44
El meteorólogo de la televisión Fred Talbot fue arrestado por reclamos sexuales,El meteorólogo Fred Talbot detenido por 'abuso sexual'...,3.8,train,0.76
El meteorólogo de la televisor Fred Talbot fue arrestado por reclamos sexuales,El hombre del tiempo Fred Talbot detenido por 'abuso sexual'...,3.8,train,0.76
El meteorólogo de la televisión Fred Talbot fue arrestado por reclamos sexuales,El hombre del tiempo Fred Talbot detenido por 'abuso sexual'...,3.8,train,0.76
El ataque de un dron estadounidense mata a 5 personas en Pakistán,El ataque de un dron pakistaní mata hasta seis,3.0,train,0.6
El golpe de un dron estadounidense arbusto a 5 gente en Pakistán,El ataque de un dron pakistaní mata hasta seis,3.0,train,0.6
El ictus de un dron norteamericano mata a 5 personas en Pakistán,El atentado de un dron pakistaní mata hasta seis,3.0,train,0.6
Un edificio se derrumba en la India; se teme que 25 estén atrapados,El derrumbe de un edificio en la India mata a 14 personas; docenas de personas quedan atrapadas,3.0,train,0.6
Un edificio se derrumba en la India; se teme que 25 estén atrapados,El derrumbe de un inmueble en la India arbusto a 14 personas; docenas de personas quedan atrapadas,3.0,train,0.6
El somalí Shebab reivindica la responsabilidad del ataque al centro comercial de Nairobi,Los rebeldes sirios reivindican la responsabilidad de las matanzas en el Líbano,1.2,train,0.24
El somalí Shebab reivindica la cuidado del ataque al medio comercial de Nairobi,Los rebeldes sirios reivindican la responsabilidad de las matanzas en el Líbano,1.2,train,0.24
El somalí Shebab reivindica la deber del ataque al centro comercial de Nairobi,Los rebeldes sirios reivindican la responsabilidad de las matanzas en el Líbano,1.2,train,0.24
Las tropas sirias entran en la estratégica ciudad rebelde,El ejército sirio impulsa el asalto a la ciudad controlada por los rebeldes,4.0,train,0.8
Las tropas sirias entran en la estratégica municipio rebelde,El batallón sirio impulsa el asalto a la pueblo controlada por los rebeldes,4.0,train,0.8
Las tropa sirias entran en la estratégica ciudad rebelde,El muchedumbre sirio impulsa el ataque a la pueblo controlada por los rebeldes,4.0,train,0.8
Israel acepta liberar a los prisioneros palestinos,Israel libera a otros 26 prisioneros palestinos,2.8,train,0.5599999999999999
Israel acepta inhabilitar para votar a los prisioneros palestinos,Israel libera a otros 26 prisioneros palestinos,2.8,train,0.5599999999999999
Israel acepta descongelar a los prisioneros palestinos,Israel libera a otros 26 prisioneros palestinos,2.8,train,0.5599999999999999
Docenas mueren al estallar los enfrentamientos en el mitin de Morsi en El Cairo,Más de 70 muertos en los enfrentamientos en los mítines de Morsi en Egipto,3.6,train,0.72
Docenas mueren al hacer pum los enfrentamientos en el mitin de Morsi en El Cairo,Más de 70 muertos en los enfrentamientos en los mítines de Morsi en Egipto,3.6,train,0.72
Docenas mueren al explotar los enfrentamientos en el mitin de Morsi en El Cairo,Más de 70 muertos en los enfrentamientos en los mítines de Morsi en Egipto,3.6,train,0.72
Los manifestantes de la oposición tailandesa comienzan el cierre de Bangkok,"Manifestantes tailandeses lanzan el ""cierre"" de Bangkok",4.8,train,0.96
Los manifestantes de la confrontación tailandesa comienzan el cierre de Bangkok,"Manifestantes tailandeses lanzan el ""cierre"" de Bangkok",4.8,train,0.96
El conductor del tren español será interrogado,El conductor de tren español Garzón será interrogado por el juez,3.8,train,0.76
El chófer del ferrocarril español será interrogado,El conductor de ferrocarril español Niño será cuestionado por el juez,3.8,train,0.76
El pinchador del ferrocarril español será cuestionado,El conductor de ferrocarril hispánico Garzón será interrogado por el árbitro,3.8,train,0.76
Francia saluda el avance después del acuerdo entre EE.UU. y Rusia sobre las armas de Siria,Francia acoge con beneplácito el acuerdo entre EE.UU. y Rusia sobre Siria,4.0,train,0.8
Francia saluda el fomento después del acuerdo entre GOBIERNO DE EEUU y Rusia sobre las armas de Siria,Francia acoge con beneplácito el acuerdo entre GOBIERNO DE EEUU y Rusia sobre Siria,4.0,train,0.8
"Soldado de la ISAF muerto en un ""ataque interno"" afgano","Soldado británico muerto a tiros en un ""ataque interno"" afgano",4.0,train,0.8
"Soldado de la ISAF muerto en un ""ictus interno"" afgano","Soldado británico muerto a tiros en un ""ictus interno"" afgano",4.0,train,0.8
"Soldado de la ISAF muerto en un ""ataque interno"" afgano","Soldado británico muerto a tiros en un ""acceso interno"" afgano",4.0,train,0.8
Unos 60 aplastados hasta la muerte en la estampida de la Costa de Marfil,61 muertos en la estampida de Costa de Marfil,3.4,train,0.6799999999999999
Unos 60 aplastados hasta la muerte en la estampida de la Precio de Perla,61 muertos en la estampida de Litoral de Perla,3.4,train,0.6799999999999999
Unos 60 aplastados hasta la muerte en la estampida de la Precio de Blanco roto,61 muertos en la estampida de Precio de Marfil,3.4,train,0.6799999999999999
Termina la búsqueda del accidente de helicóptero en Glasgow,Choque de helicópteros en Glasgow: Al menos seis muertos,2.8,train,0.5599999999999999
Termina la busca del flexión de helicóptero en Glasgow,Pelotera de helicópteros en Glasgow: Al menos seis muertos,2.8,train,0.5599999999999999
Termina la busca del accidente de helicóptero en Glasgow,Choque de helicópteros en Glasgow: Al menos seis muertos,2.8,train,0.5599999999999999
Tres muertos en la bomba maratón de EE.UU.,Los talibanes niegan su participación en el bombardeo de la maratón de Boston,1.2,train,0.24
Tres muertos en la bombazo maratón de GOBIERNO DE EEUU,Los talibanes niegan su notificación en el bombardeo de la batalla de maratón de Boston,1.2,train,0.24
Tres muertos en la trueno maratón de GOBIERNO DE EEUU,Los talibanes niegan su contribución en el bombardeo de la maratón de Boston,1.2,train,0.24
Turistas suizos violados en la India,Turistas suizos violados en la India,5.0,train,1.0
La India se prepara para un ciclón masivo,La India emite una alerta roja por el ciclón Phailin,2.8,train,0.5599999999999999
La disciplina contra el estudiante armado que se cree que provocó el tiroteo en Colorado...,La disciplina contra el estudiante que se cree que es la clave del motivo,3.4,train,0.6799999999999999
La estudio contra el alumno armado que se cree que provocó el tiroteo en Colorado...,La disciplina contra el estudiante que se cree que es la clave del motivo,3.4,train,0.6799999999999999
Muchos muertos en el colapso del túnel de la carretera en Japón,Muchos muertos en el ataque aéreo de Siria,1.2,train,0.24
Muchos muertos en el colapso del túnel de la vía rápida en Japón,Muchos muertos en el ataque aéreo de Siria,1.2,train,0.24
No hay plan para cerrar los surtidores de gasolina por la noche Moily,El gobierno de la India rechaza la propuesta de cerrar los surtidores de gasolina por la noche,3.8,train,0.76
No hay trazado para cerrar los surtidores de gasolina por la noche Moily,El régimen de la India rechaza la propuesta de terminar los surtidores de gasolina por la nox,3.8,train,0.76
No hay plan para concluir los surtidores de gasolina por la noche Moily,El gobierno de la India rechaza la sugerencia de bloquear los surtidores de gasolina por la noche,3.8,train,0.76
Clinton testificará este mes sobre el ataque a Bengasi,"Clinton vuelve al trabajo, planea testificar sobre el ataque a Bengasi...",3.8,train,0.76
Clinton testificará este mes sobre el rapto a Bengasi,"Presidente clinton vuelve al trabajo, planea testificar sobre el ataque a Bengasi...",3.8,train,0.76
Clinton testificará este mes de calendario sobre el ataque a Bengasi,"Clinton vuelve al informe, planea ser testigo sobre el ataque a Bengasi...",3.8,train,0.76
Decenas de miles de ucranianos protestan en Kiev,Decenas de miles se alinean para votar en Bhután,0.6,train,0.12
Decenas de miles de ucranianos protestan en Kiev,Decenas de miles se alinean para jurar en Bhután,0.6,train,0.12
Karzai visitará Pakistán para las conversaciones de paz con los talibanes,El presidente afgano extiende su visita a Pakistán para las conversaciones con los talibanes,3.6,train,0.72
Karzai visitará Pakistán para las conversaciones de paz con los talibanes,El director afgano extiende su visita a Pakistán para las conversaciones con los talibanes,3.6,train,0.72
Karzai visitará Pakistán para las conversaciones de calma con los talibanes,El director afgano extiende su estancia a Pakistán para las conversaciones con los talibanes,3.6,train,0.72
Los ladrones arrebatan a un nadador del Canal de la Mancha una silla de ruedas hecha a medida,Los ladrones roban la silla de ruedas de los nadadores del Canal de la Mancha,4.0,train,0.8
Los ladrones arrebatan a un nadador del Canal de la Mancha una silla de ruedas hecha a lectura,Los ladrones roban la silla de ruedas de los nadadores del Tubería forzada de la Churrete,4.0,train,0.8
Los ladrones arrebatan a un nadador del Canal de tv de la Tizne una silla de ruedas hecha a medida,Los ladrones roban la silla eléctrica de ruedas de los nadadores del Canal de la Mancha,4.0,train,0.8
Tres mueren después de un accidente de coche en Tian'anmen,Tres muertos en un accidente en la Plaza de Tiananmen,4.6,train,0.92
Tres mueren después de un accidente de coche en Tiananmen,Tres muertos en un accidente en la Plaza de Tiananmen,4.6,train,0.92
Tres mueren después de un azar de máquina en Tiananmen,Tres muertos en un coincidencia en la Plaza de Tiananmen,4.6,train,0.92
Las acciones de Singapur abren a la baja el viernes,Las acciones de Singapur abren al alza el jueves,2.2,train,0.44
Las acciones de Singapur abren a la baja el viernes,Las acciones de Singapur abren al subida el jueves,2.2,train,0.44
Obama promete reavivar la economía,Obama presionará al Congreso para que actúe sobre la economía,2.6,train,0.52
Obama promete volver a encender la economía,Obama presionará al Congreso para que actúe sobre la economía,2.6,train,0.52
"Dos terremotos golpearon el noroeste de China, 11 muertos",Los terremotos gemelos matan a 89 en China,2.4,train,0.48
"Dos terremotos golpearon el noroeste de Guijarro, 11 muertos",Los terremotos gemelos matan a 89 en China,2.4,train,0.48
