sentence1,sentence2,score,split,score_norm
Nadal supera a Djokovic por el 7º encabezamiento del Abierto de Francia,Tenis: Nadal derrota a Djokovic por el título de Montecarlo,3.2,train,0.64
Nadal supera a Djokovic por el 7º título del Pendiente de Francia,Tenis: Nadal derrota a Djokovic por el encabezamiento de Montecarlo,3.2,train,0.64
Los costos de la guardería aumentan casi un 6%,"El cuidado de los niños ""cuesta 15.000 libras al año",3.0,train,0.6
Los costos de la guardería aumentan casi un 6,"El buenas manos de los niños ""cuesta 15000 libras al año",3.0,train,0.6
Los costos de la guardería aumentan casi un 6,"El prevención de los niños ""cuesta 15.000 libras al año",3.0,train,0.6
Obama insta a tomar medidas decisivas sobre la crisis de la deuda de Europa,Obama insta a Europa a actuar rápidamente ante la crisis,3.4,train,0.6799999999999999
Obama insta a consumir medidas decisivas sobre la crisis de la obligación de Europa,Obama insta a Europa a dissimular rápidamente ante la acceso,3.4,train,0.6799999999999999
Obama insta a tomar medidas decisivas sobre la ictus de la deuda de Europa,Obama insta a Europa a actuar en seguida ante la crisis,3.4,train,0.6799999999999999
La mezcla de hamburguesas de carne de vacuno se retiró del mercado por problemas de salmonela.,El polvo de chocolate se retiró del mercado por problemas de salmonela,1.0,train,0.2
La combinación de hamburguesas de cuerpo de vacuno se retiró del mercado de valores por problemas de salmonela.,El polvo de grifa se retiró del mercado por problemas de salmonela,1.0,train,0.2
La mezcla de hamburguesas de físico de vacuno se retiró del mercado de valores por problemas de salmonela.,El follar de chaquetón se retiró del mercado de valores por problemas de salmonela,1.0,train,0.2
Obama y Romney se preparan para el primer debate,Obama y Romney se preparan para debatir,4.2,train,0.8400000000000001
Obama y Romney se preparan para el primer palabra,Obama y Romney se preparan para discutir,4.2,train,0.8400000000000001
Obama y Romney se preparan para el primer palabra,Obama y Romney se preparan para debatir,4.2,train,0.8400000000000001
El primer gas importante encontrado en las costas de Kenya,Los asaltantes matan a 38 en los últimos enfrentamientos terrestres en Kenya,0.8,train,0.16
El primer aire considerable encontrado en las costas de Kenya,Los asaltantes matan a 38 en los últimos enfrentamientos terrestres en Kenya,0.8,train,0.16
El primer aire importante encontrado en las costas de Kenya,Los asaltantes matan a 38 en los últimos enfrentamientos terrestres en Kenya,0.8,train,0.16
Trabajador de la Cruz Roja asesinado en Pakistán,Un cooperante del Reino Unido secuestrado y asesinado en Pakistán,2.2,train,0.44
Trabajador de la Crucifijo Roja asesinado en Pakistán,Un cooperante del Reino Unido secuestrado y asesinado en Pakistán,2.2,train,0.44
Trabajador de la Crucifijo Roja asesinado en Pakistán,Un cooperante del Soberanía Unido secuestrado y asesinado en Pakistán,2.2,train,0.44
8 cohetes disparados desde Gaza al sur de Israel; ninguno herido,Diez cohetes de Gaza aterrizan en el sur de Israel; ninguno herido,3.4,train,0.6799999999999999
Soldado estadounidense muerto en un tiroteo en el sur de Afganistán.,Cinco soldados de la OTAN muertos en Afganistán,1.6,train,0.32
Soldado americano muerto en un tiroteo en el sur de Afganistán.,Cinco soldados de la OTAN muertos en Afganistán,1.6,train,0.32
Las encuestas se cierran en las elecciones presidenciales de Egipto,Comunicados de prensa: Elección presidencial yemení,0.8,train,0.16
Las encuestas se cierran en las elección presidenciales de Egipto,Comunicados de prensa: Selección presidencial yemení,0.8,train,0.16
Las encuestas se cierran en las elecciones presidenciales de Egipto,Comunicados de presión: Alternativa presidencial yemení,0.8,train,0.16
"La policía ""no relacionó"" las afirmaciones de Savile",La BBC se enfrenta a preguntas por sacar el caso de Savile,1.2,train,0.24
"La agente ""no relacionó"" las afirmaciones de Savile",La BBC se enfrenta a preguntas por lograr el caso de Savile,1.2,train,0.24
"La policía ""no relacionó"" las afirmaciones de Savile",La BBC se enfrenta a preguntas por lograr el ocasión de Savile,1.2,train,0.24
"El desempleo en la zona euro se mantiene en un 11%, un récord.",El desempleo en la eurozona alcanza un nivel récord,3.4,train,0.6799999999999999
"El desempleo en la región euro se mantiene en un 11, un récord.",El desempleo en la eurozona alcanza un nivel récord,3.4,train,0.6799999999999999
James Murdoch deja BSkyB,James Murdoch deja su papel en BSkyB,4.2,train,0.8400000000000001
Henry james Murdoch deja Bskyb,William james Murdoch deja su oficio en Bskyb,4.2,train,0.8400000000000001
James Murdoch deja Bskyb,James Murdoch deja su papel en Bskyb,4.2,train,0.8400000000000001
El icónico escritor de ciencia ficción Ray Bradbury muere a los 91 años,La leyenda de la ciencia ficción Ray Bradbury murió a los 91 años,4.8,train,0.96
El icónico ensayista de conocimiento invención Ray Bradbury muere a los 91 mucho tiempo,La leyenda de la conocimiento fábula Ray Bradbury murió a los 91 años,4.8,train,0.96
El icónico escritor de ciencia ficción Ray Bradbury muere a los 91 años,La pie de foto de la ciencia ficción Ray Bradbury murió a los 91 años,4.8,train,0.96
Elección presidencial de Egipto 23-24 de mayo,Elecciones presidenciales de EE.UU. en 2012,0.6,train,0.12
Elección presidencial de Egipto 2324 de cucaña,Elecciones presidenciales de GOBIERNO DE EEUU en 2012,0.6,train,0.12
Elección presidencial de Egipto 23-24 de cucaña,Elección presidenciales de ESTADOS UNIDOS en 2012,0.6,train,0.12
Cuatro soldados franceses muertos en una explosión suicida en Afganistán,Cuatro soldados extranjeros muertos en el este de Afganistán,3.4,train,0.6799999999999999
Cuatro personal militar franceses muertos en una detonación suicida en Afganistán,Cuatro tropas extranjeros muertos en el este de Afganistán,3.4,train,0.6799999999999999
Cuatro tropa franceses muertos en una explosión suicida en Afganistán,Cuatro tropa extranjeros muertos en el este de Afganistán,3.4,train,0.6799999999999999
Observadores de la ONU encuentran rastros de la masacre de Siria,Un equipo de la ONU investiga la masacre de Siria,4.0,train,0.8
Observadores de la ONU encuentran rastros de la masacre de Siria,Un equipamiento de la NACIONES UNIDAS investiga la masacre de Siria,4.0,train,0.8
Observadores de la ONU encuentran rastros de la masacre de Siria,Un equipamiento de la ONU investiga la masacre de Siria,4.0,train,0.8
Encuesta de AP: La mayoría en EE.UU. tiene prejuicios contra los negros,Encuesta de AP: La mayoría alberga prejuicios contra los negros,3.6,train,0.72
Atención de AP: La mayoría en GOBIERNO DE LOS ESTADOS UNIDOS tiene prejuicios contra los negros,Exploración de AP: La mayoría absoluta alberga prejuicios contra los negros,3.6,train,0.72
Encuesta de AP: La mayoría absoluta en EE.UU. tiene prejuicios contra los negros,Exploración de AP: La mayoría alberga prejuicios contra los negros,3.6,train,0.72
Fuente AP: Pieles rojas para cambiar por la elección Nº 2,Los Pieles Rojas se cambian por la elección número 2,4.2,train,0.8400000000000001
Bandeja AP: Pieles rojas para abandonar por la opción Nº 2,Los Pieles Rojas se cambian por la opción número 2,4.2,train,0.8400000000000001
Fuente AP: Pieles rojas para cambiar por la elección Nº 2,Los Pieles Rojas se cambian por la opción teléfono 2,4.2,train,0.8400000000000001
"China dice que el presupuesto de defensa aumentará un 11,2% en 2012","El gasto de defensa de China aumentará un 11,2%.",4.0,train,0.8
"China continental dice que el presupuesto de guardia aumentará un 11,2% en 2012",El gastos de guardia de China comunista aumentará un 112.,4.0,train,0.8
China comunista dice que el presupuesto de defensa aumentará un 112 en 2012,"El gasto de defensa de China aumentará un 11,2%.",4.0,train,0.8
La cadena de explosiones de Iraq mata al menos 32,El fuerte terremoto de Italia mata al menos a seis personas,0.0,train,0.0
La cadena de explosiones de Iraq arbusto al menos 32,El alto terremoto de Italia mata al menos a seis personas,0.0,train,0.0
La cadena de explosiones de Iraq mata al menos 32,El alto terremoto de Italia arbusto al menos a seis personas,0.0,train,0.0
El presidente Correa de Ecuador dice que no se ha tomado ninguna decision sobre el asilo de Assange,Ecuador todavia tiene que decidir sobre el asilo de Assange,3.8,train,0.76
El presidente Correa de Ecuador dice que no se ha tomado ninguna decision sobre el resguardo de Assange,Ecuador todavia tiene que decidir sobre el asilo de Assange,3.8,train,0.76
El director Correa de Ecuador dice que no se ha tomado ninguna decision sobre el abrigo de Assange,Ecuador todavia tiene que proponerse sobre el resguardo de Assange,3.8,train,0.76
EE.UU. ofrece 10 millones de dólares para un militante de Pakistán,EE.UU. ofrece 10 millones de dólares para el jefe militante paquistaní,3.8,train,0.76
EE.UU. ofrece 10 millones de dólares para un militante de Pakistán,EE.UU. ofrece 10 millones de dólares para el patrona militante paquistaní,3.8,train,0.76
EE.UU. ofrece 10 millones de dólares para un militante de Pakistán,EE.UU. ofrece 10 millones de dólares para el patrón militante paquistaní,3.8,train,0.76
6 soldados de la OTAN muertos en un ataque con IED en Afganistán,6 soldados de la OTAN muertos en Afganistán,3.8,train,0.76
6 tropa de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE muertos en un ictus con IED en Afganistán,6 personal militar de la OTAN muertos en Afganistán,3.8,train,0.76
6 soldados de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE muertos en un atentado con IED en Afganistán,6 militares de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE muertos en Afganistán,3.8,train,0.76
Las esposas de Osama Bin Laden serán encarceladas,La película de Osama Bin Laden será filmada en la India,0.8,train,0.16
Los egipcios votan en una elección presidencial histórica,Los egipcios van a las urnas en una elección histórica,4.0,train,0.8
Los egipcios votan en una elecciones presidencial histórica,Los egipcios van a las urnas en una opción histórica,4.0,train,0.8
Los egipcios votan en una elección presidencial histórica,Los egipcios van a las urnas en una selección histórica,4.0,train,0.8
"El piloto de JetBlue que interrumpió el vuelo fue declarado demente, no culpable",El piloto de JetBlue que causó la interrupción del vuelo no es culpable,3.8,train,0.76
"El piloto de Jetblue que interrumpió el vuelo fue declarado demente, no culpable",El piloto de Jetblue que causó la paréntesis del bandada no es culpable,3.8,train,0.76
"El piloto de Jetblue que interrumpió el bandada fue declarado demente, no culpable",El piloto de Jetblue que causó la paréntesis del vuelo no es culpable,3.8,train,0.76
Alerta de tsunami: No hay necesidad de que la SA entre en pánico,Alerta de tsunami después del terremoto de Aceh,2.2,train,0.44
Alerta de tsunami: No hay motivación de que la SA entre en pánico,Alerta de tsunami después del terremoto de Aceh,2.2,train,0.44
Alerta de tsunami: No hay motivo de que la SA entre en pánico,Alerta de tsunami después del terremoto de Aceh,2.2,train,0.44
EE.UU. entrega la prisión de Bagram a las autoridades afganas,EE.UU. transfiere la prisión de Bagram al control afgano,4.8,train,0.96
EE.UU. entrega la prisión de Bagram a las autoridades afganas,GOBIERNO DE LOS ESTADOS UNIDOS transfiere la prisión de Bagram al guía afgano,4.8,train,0.96
EEUU entrega la prisión de Bagram a las autoridades afganas,GOBIERNO DE LOS ESTADOS UNIDOS transfiere la prisión de Bagram al control afgano,4.8,train,0.96
"Jeremy Hunt se distancia del consejero que ""se pasó de la raya",Jeremy Hunt se aferra a los correos electrónicos de News Corp.,2.0,train,0.4
"Jeremy Hunt se distancia del asesor que ""se pasó de la raya",Jeremy Richard morris hunt se aferra a los correos electrónicos de News Corp.,2.0,train,0.4
Obama elogia los lazos comerciales entre EE.UU. y América Latina,Los agentes del Servicio Secreto de Obama enviados a casa,0.4,train,0.08
Obama elogia los lazos comerciales entre EE.UU. y América Latina,Los agentes del Saque Secreto de Obama enviados a hogar,0.4,train,0.08
Obama elogia los lazos comerciales entre EE.UU. y América Latina,Los agentes del Aseo Oculto de Obama enviados a casa,0.4,train,0.08
Blitzbokke derrocado por Fiji,Blitzbokke derrotado por NZ,2.0,train,0.4
Obama y Romney se centran en los estados fluctuantes,El equipo de Anna aún no ha decidido sobre las encuestas estatales.,0.4,train,0.08
Obama y Romney se centran en los estados fluctuantes,El equipamiento de Anna aún no ha decidido sobre las encuestas estatales.,0.4,train,0.08
"El ""ataque con granadas"" mata a uno e hiere al menos a 11.",Se investigó el ataque sexual a una mujer,0.2,train,0.04
"El ""ictus con granadas"" arbusto a uno e hiere al menos a 11.",Se investigó el asalto sexual a una mujer,0.2,train,0.04
"El ""crisis con granadas"" mata a uno e hiere al menos a 11.",Se investigó el ataque sexual a una hembra adulta,0.2,train,0.04
"""Decenas de cadáveres"" encontrados en Siria",Ocho cuerpos más fueron encontrados en la nave,1.4,train,0.2799999999999999
"""Decenas de cadáveres"" encontrados en Siria",Ocho cuerpos más fueron encontrados en la barco,1.4,train,0.2799999999999999
El tirador acusado de asesinar a un adolescente negro de EE.UU.,Pensamientos sobre las relaciones raciales bajo un presidente negro,0.8,train,0.16
El francotirador acusado de cargarse a un adolescente negro de EE.UU.,Pensamientos sobre las relaciones raciales bajo un director negro,0.8,train,0.16
El tirador acusado de cargarse a un zagal negro de EE.UU.,Pensamientos sobre las relaciones raciales bajo un presidente negro,0.8,train,0.16
Jonny Bairstow y Eoin Morgan brillan para Inglaterra en Mumbai,Bairstow alcanza la tonelada en el partido de la gira por la India,1.8,train,0.36
Jonny Bairstow y Eoin J p morgan brillan para Inglaterra en Mumbai,Bairstow alcanza la tonelada en el encuentro de la gira por la India,1.8,train,0.36
Jonny Bairstow y Eoin J p morgan brillan para Inglaterra en Mumbai,Bairstow alcanza la tonelada en el partido político de la gira por la India,1.8,train,0.36
"Cómo los desarrolladores de parques eólicos ""usan trucos de cámara para hacer que las turbinas parezcan más pequeñas de lo que realmente son","Los desarrolladores de parques eólicos usan ""trucos"" para hacer que las turbinas parezcan más pequeñas",4.4,train,0.8800000000000001
"Cómo los desarrolladores de parques eólicos ""usan trucos de operario de cámara para hacer que las turbinas parezcan más pequeñas de lo que realmente son","Los desarrolladores de parques eólicos usan ""trucos"" para hacer que las turbinas parezcan más pequeñas",4.4,train,0.8800000000000001
Un avión teledirigido estadounidense mata a seis militantes en Pakistán: funcionarios,Los misiles de EE.UU. matan a 15 en Pakistán: funcionarios,2.4,train,0.48
Un aeroplano teledirigido norteamericano mata a seis militantes en Pakistán: funcionarios,Los misiles de ESTADOS UNIDOS matan a 15 en Pakistán: funcionarios,2.4,train,0.48
Un aeroplano teledirigido norteamericano arbusto a seis militantes en Pakistán: funcionarios,Los misiles de ESTADOS UNIDOS matan a 15 en Pakistán: funcionarios,2.4,train,0.48
Nigeria: Las tropas nigerianas pululan después de 40 muertos en la masacre de estudiantes,La policía nigeriana hace arrestos después de la masacre de la universidad,2.6,train,0.52
Nigeria: Las tropas nigerianas pululan después de 40 muertos en la masacre de estudiantes,La oficial nigeriana hace arrestos después de la masacre de la universidad,2.6,train,0.52
Nigeria: Las soldados nigerianas pululan después de 40 muertos en la masacre de estudiantes,La policía nigeriana hace arrestos después de la masacre de la universidad,2.6,train,0.52
Nervios calmados... por ahora: Los mercados se benefician de la ayuda por el rescate de la banca española,La atención se centra en Grecia después de que España asegure el rescate del banco,2.2,train,0.44
Nervios calmados... por ahora: Los mercados se benefician de la ayuda por el rescate de la sector bancario española,La interés se centra en Grecia después de que España asegure el rescate del banco,2.2,train,0.44
Nervios calmados... por ahora: Los mercados se benefician de la ayuda exterior por el rescate de la banca española,La atención se centra en Grecia después de que España asegure el entrega del placer,2.2,train,0.44
Se informa de intensos combates en la ciudad siria de Alepo,Se informa de intensos combates en Damasco,1.4,train,0.2799999999999999
Francia dice que Grecia debe mostrar credibilidad para la eurozona,La francesa Hollande respalda a Grecia pero pide una reforma creíble,1.8,train,0.36
Francia dice que Grecia debe expresar fiabilidad para la eurozona,La francesa Hollande respalda a Grecia pero pide una reforma creíble,1.8,train,0.36
Los Vengadores establecen un récord de taquilla,Los Juegos del Hambre rompe el récord de taquilla de los EE.UU.,1.2,train,0.24
Los Vengadores establecen un récord de taquilla,Los Juegos del Hambre rompe el récord de taquilla de los ESTADOS UNIDOS,1.2,train,0.24
Los Vengadores establecen un récord de taquilla,Los Juegos del Hambre rompe el récord de taquilla de los GOBIERNO DE LOS ESTADOS UNIDOS,1.2,train,0.24
4 Soldados franceses reportados muertos en Afganistán,Soldado británico muerto en Afganistán,1.0,train,0.2
4 Militares franceses reportados muertos en Afganistán,Soldado británico muerto en Afganistán,1.0,train,0.2
El dilema del rescate español se agudiza,El dilema español se agudiza,3.4,train,0.6799999999999999
El dilema del rescate hispánico se agudiza,El dilema español se agudiza,3.4,train,0.6799999999999999
Soldado de la OTAN muere en Afganistán,Dos soldados de Aust heridos en Afganistán,0.6,train,0.12
Soldado de la OTAN muere en Afganistán,Dos tropas de Aust heridos en Afganistán,0.6,train,0.12
Las acciones de China abren a la baja el miércoles,Las existencias de China abren a la baja el viernes,2.4,train,0.48
Las acciones de China abren a la baja el miércoles,Las existencias de China abren a la disminución el viernes,2.4,train,0.48
Las acciones de China roja abren a la baja el miércoles,Las existencias de China abren a la rebaja el viernes,2.4,train,0.48
Los líderes palestinos condenan el llamado de la FM israelí para derrocar a Abbas,Los líderes palestinos apoyan el acuerdo de Doha entre Fatah y Hamás,1.0,train,0.2
Los líderes palestinos condenan el reclamo de la FRECUENCIA MEDIA israelí para volcar a Abbas,Los líderes palestinos apoyan el acuerdo de Doha entre Fatah y Hamás,1.0,train,0.2
Los líderes palestinos condenan el llamado de la FRECUENCIA MEDIA israelí para derrocar a Abbas,Los líderes palestinos apoyan el acuerdo de Doha entre Fatah y Hamás,1.0,train,0.2
Mitt Romney gana las primarias del Partido Republicano de Maryland,Romney gana las primarias republicanas de Maryland,4.8,train,0.96
Mitt Romney gana las primarias del Partido Republicano de Estadolibre,Romney gana las primarias republicanas de Free state,4.8,train,0.96
Mitt Romney gana las primarias del Partido Republicano de Free state,Romney gana las primarias republicanas de Free state,4.8,train,0.96
El hombre encuentra el coche en eBay 42 años después de que fuera robado,Un hombre de Texas encuentra su coche 42 años después de que lo robaran,3.6,train,0.72
El hombre encuentra el coche en ebay 42 años después de que fuera robado,Un humanidad de Texas encuentra su automóvil 42 años después de que lo robaran,3.6,train,0.72
El marido encuentra el coche en ebay 42 años después de que fuera robado,Un hombre de Texas encuentra su vagón de pasajeros 42 años después de que lo robaran,3.6,train,0.72
El hijo de Sylvester Stallone fue encontrado muerto en Hollywood,"Sylvester Stallone. ™s hijo, Sage Stallone, encontrado muerto en Hol",3.4,train,0.6799999999999999
El hijo de Sylvester Stallone fue encontrado muerto en Hollywood,"Sylvester Stallone. ™segundo niño, Sage Stallone, encontrado muerto en Hol",3.4,train,0.6799999999999999
El hijo de Sylvester Stallone fue encontrado muerto en Hollywood,"Sylvester Stallone. ™s chaval, Sage Stallone, encontrado muerto en Hol",3.4,train,0.6799999999999999
OTAN: 4 cooperantes rescatados de los insurgentes afganos,5 cooperantes liberados en una operación en el Afganistán,2.8,train,0.5599999999999999
ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE: 4 cooperantes rescatados de los insurgentes afganos,5 cooperantes liberados en una operación en el Afganistán,2.8,train,0.5599999999999999
Rusia encarcela a los punks de protesta de Pussy Riot durante dos años,Un tribunal ruso decidirá en el juicio de Pussy Riot,1.8,train,0.36
Rusia encarcela a los punks de objeción de Pussy Riot durante dos mucho tiempo,Un tribunal ruso decidirá en el parecer de Pussy Riot,1.8,train,0.36
Rusia encarcela a los punks de denuncia de Pussy Riot durante dos mucho tiempo,Un tribunal de justicia ruso decidirá en el parecer de Pussy Riot,1.8,train,0.36
Israel impide que el escritor alemán Grass visite por un poema,Israel impide que el autor alemán Grass se acerque a un poema,4.4,train,0.8800000000000001
Israel impide que el literato alemán Grass visite por un poema,Israel impide que el responsable alemán Grass se acerque a un verso,4.4,train,0.8800000000000001
Israel impide que el autor alemán Grass visite por un poema,Israel impide que el descubridor alemán Grass se acerque a un verso,4.4,train,0.8800000000000001
La nota debe ser leída para el 1 de agosto de 2012,La nota debe ser leída para el miércoles 4 de julio de 2012,1.8,train,0.36
La comentario debe ser leída para el 1 de agosto de 2012,La nota debe ser leída para el miércoles 4 de julio de 2012,1.8,train,0.36
La tropa estadounidense de la OTAN detenida por disparar a civiles afganos,EE.UU. dice que le entristece disparar a civiles afganos,2.4,train,0.48
La tropa estadounidense de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE detenida por disparar a civiles afganos,EE.UU. dice que le entristece disparar a civiles afganos,2.4,train,0.48
La militares norteamericano de la OTAN detenida por descargar a civiles afganos,EE.UU. dice que le entristece disparar a civiles afganos,2.4,train,0.48
Hollande gana las elecciones presidenciales francesas,Timor Oriental vota en las elecciones presidenciales,1.6,train,0.32
Hollande gana las elecciones presidenciales francesas,Timor Oriental vota en las elección presidenciales,1.6,train,0.32
Hollande gana las elecciones presidenciales francesas,Timor Del este vota en las elecciones presidenciales,1.6,train,0.32
Militar: Las existencias de productos químicos de Siria amenazan a Israel,Rusia le dice a Siria que la amenaza de las armas químicas es inaceptable,1.8,train,0.36
Militar: Las existencias de productos químicos de Siria amenazan a Israel,Rusia le dice a Siria que la aviso de las armas químicas es inaceptable,1.8,train,0.36
Militar: Las existencias de productos químicos de Siria amenazan a Israel,Rusia le dice a Siria que la terror de las armas químicas es inaceptable,1.8,train,0.36
Fitch eleva a Ford al grado de inversión,Fitch restaura el crédito de Ford al grado de inversión,3.6,train,0.72
Fitch eleva a Gerald ford al punto de inversión,Fitch restaura el crédito de Ford al nivel de voltear,3.6,train,0.72
Fitch eleva a Edsel bryant ford al grado de inversión,Fitch restaura el haber de John ford al grado de voltear,3.6,train,0.72
"Las condiciones del plan de paz de Siria son ""inaceptables"", según la oposición.",La paz de Siria se ve truncada por el vencimiento del plazo,2.0,train,0.4
"Las precio del plan de calma de Siria son ""inaceptables"", según la resistencia.",La paz de Siria se ve truncada por el vencimiento del entrega,2.0,train,0.4
"Las condiciones del plan de serenidad de Siria son ""inaceptables"", según la oposición.",La paz de Siria se ve truncada por el vencimiento del plazo,2.0,train,0.4
Los enfrentamientos mientras los griegos protestan contra más recortes,Los enfrentamientos estallan cuando el voto griego se acerca,2.4,train,0.48
"9 muertos, 11 heridos, 4 desaparecidos en la avalancha del Mont Blanc.","6 muertos, varios desaparecidos en la avalancha del Mont Blanc",2.4,train,0.48
"9 muertos, 11 heridos, 4 desaparecidos en la mogollón del Mont Blanc.","6 muertos, varios desaparecidos en la avalancha del Mont Blanc",2.4,train,0.48
"9 muertos, 11 heridos, 4 desaparecidos en la avalancha del Mont Blanc.","6 muertos, varios desaparecidos en la afluir del Mont Blanc",2.4,train,0.48
"Los talibanes se hacen pasar por ""mujeres atractivas"", en Facebook para espiar",Soldados talibanes se hacen pasar por mujeres guapas en Facebook para obtener los secretos de las tropas,4.6,train,0.92
"Los talibanes se hacen dejar atrás por ""mujeres atractivas"", en Facebook para acechar",Soldados talibanes se hacen desaparecer por mujeres guapas en Facebook para tomar los secretos de las tropas,4.6,train,0.92
"Los talibanes se hacen pasar por ""mujeres atractivas"", en Facebook para espiar",Militares talibanes se hacen llegar a pasar por mujeres guapas en Facebook para derivar los secretos de las tropas,4.6,train,0.92
El activista chino Chen desembarca en EE.UU.,Activista chino renueva su llamamiento para luchar contra la injusticia,1.2,train,0.24
El activista chino Chen desembarca en EEUU,Activista chino renueva su llamamiento para luchar contra la trato injusto,1.2,train,0.24
El activista chino Chen desembarca en EE.UU.,Activista chino renueva su llamamiento para arrastrarse contra la injusticia,1.2,train,0.24
City Room: Tiroteo en el Empire State Building,2 muertos en un tiroteo en el exterior del Empire State Building,3.2,train,0.64
Mohamed Morsi juró como presidente de Eygptian,Mursi juró como presidente de Egipto,4.4,train,0.8800000000000001
Mohamed Morsi juró como director de Eygptian,Mursi juró como presidente de Egipto,4.4,train,0.8800000000000001
El ataque a la base de la OTAN en el Afganistán mata a 15 personas,Trabajadores de ayuda humanitaria liberados en una redada en el Afganistán,1.0,train,0.2
El crisis a la mínimo de la OTAN en el Afganistán arbusto a 15 gente,Trabajadores de ayuda humanitaria liberados en una redada en el Afganistán,1.0,train,0.2
El rapto a la soporte de la OTAN en el Afganistán mata a 15 personas,Trabajadores de cuidado humanitaria liberados en una redada en el Afganistán,1.0,train,0.2
"Explosión suicida en el Yemen, el ataque con aviones no tripulados mata al menos a 30 personas",La avalancha de ataques en Irak mata al menos a seis,1.0,train,0.2
"Tumulto suicida en el Yemen, el ataque con aviones no tripulados mata al menos a 30 personas",La avalancha de ataques en Irak arbusto al menos a seis,1.0,train,0.2
"Explosión suicida en el Yemen, el atentado con aviones no tripulados mata al menos a 30 gente",La avalancha de ataques en Irak arbusto al menos a seis,1.0,train,0.2
Torres sigue adelante después de que la candidatura olímpica fracase,"Torres termina cuarto, se pierde la sexta edición de las Olimpiadas.",3.0,train,0.6
Torres sigue adelante después de que la candidatura olímpica fracase,"Torres termina cuarto, se pierde la sexta impresión de las Olimpiadas.",3.0,train,0.6
Pakistán comienza la demolición del complejo de bin Laden,Pakistán derriba el escondite de Osama bin Laden,2.8,train,0.5599999999999999
Sudán culpa a Israel por el fuego de las armas de Jartum,Sudán acusa a Israel de un ataque aéreo a una fábrica de armas,3.6,train,0.72
Sudán culpa a Israel por el hogar de las armas de Jartum,Sudán acusa a Israel de un crisis aéreo a una fábrica de armas,3.6,train,0.72
República de sudán culpa a Israel por el fuego de las armas de Jartum,Sudán acusa a Israel de un ataque aéreo a una planta de armas,3.6,train,0.72
El acuerdo entre la Casa y el Senado sobre la medida del impuesto sobre la nómina,Los negociadores llegan a un acuerdo sobre el proyecto de ley de reducción de impuestos de la nómina del Congreso,3.8,train,0.76
El acuerdo entre la Piso y el Senado sobre la medida del canon sobre la nómina,Los negociadores llegan a un acuerdo sobre el proyecto de estatuto de reducción de impuestos de la ganancias del Congreso de eeuu,3.8,train,0.76
El acuerdo entre la Casa y el Senado sobre la medida del impuesto sobre la ganancias,Los negociadores llegan a un acuerdo sobre el proyecto de ley natural de reducción de impuestos de la nómina del Congreso,3.8,train,0.76
La tormenta tropical Isaac empapa a Haití y golpea a Cuba,La tormenta tropical Isaac amenaza la presa,1.4,train,0.2799999999999999
La tormenta tropical Isaac empapa a Haití y golpea a República de cuba,La tormenta violenta tropical Isaac amenaza la botín,1.4,train,0.2799999999999999
La tormenta violenta tropical Isaac empapa a Haití y golpea a Cuba,La tormenta tropical Isaac amenaza la caza,1.4,train,0.2799999999999999
Activistas extranjeros pro-palestinos buscan entrar en Cisjordania,100 pro-palestinos buscan entrar en Israel en Allenby,2.2,train,0.44
Activistas extranjeros propalestinos buscan participar en Cisjordania,100 pro-palestinos buscan ingresar en Israel en Allenby,2.2,train,0.44
Activistas extranjeros propalestinos buscan ingresar en Cisjordania,100 propalestinos buscan abordar en Israel en Allenby,2.2,train,0.44
Las reservas mundiales aumentan gracias a las esperanzas de estímulo de la UE y los EE.UU.,Las acciones suben con la esperanza de un estímulo de la Fed,3.0,train,0.6
Las reservas mundiales aumentan gracias a las esperanzas de estímulo de la UE y los EEUU,Las acciones suben con la esperanza de un estímulo de la Fed,3.0,train,0.6
"Gore Vidal muerto a los 86 años: El legendario autor, dramaturgo y político muere","Gore Vidal, célebre autor, dramaturgo, muere a los 86 años",4.0,train,0.8
"Gore Vidal muerto a los 86 años: El legendario autor, dramaturgo y político muere","Gore Vidal, célebre inventor, dramaturgo, muere a los 86 largo tiempo",4.0,train,0.8
"Gore Vidal muerto a los 86 largo tiempo: El legendario escritor, dramaturgo y político muere","Gore Vidal, célebre autor, dramaturgo, muere a los 86 mucho tiempo",4.0,train,0.8
Las acciones mundiales caen antes de la fecha límite del acuerdo de la deuda griega,Las acciones de Asia caen antes de la fecha límite para el acuerdo de la deuda griega,2.4,train,0.48
Las acciones mundiales caen antes de la fecha límite del acuerdo de la responsabilidad griega,Las acciones de Asia caen antes de la fecha límite para el acuerdo de la obligación griega,2.4,train,0.48
La policía de Sudáfrica mató a tiros a 30 mineros,La policía de Sudáfrica dice que mataron a más de 30 mineros,4.2,train,0.8400000000000001
La agente de Sudáfrica mató a tiros a 30 mineros,La guardia de Sudáfrica dice que mataron a más de 30 mineros,4.2,train,0.8400000000000001
La agente de Sudáfrica mató a tiros a 30 mineros,La policía de Sudáfrica dice que mataron a más de 30 mineros,4.2,train,0.8400000000000001
